1994.08.01,00:00,1.55250,1.55970,1.52150,1.53520,4800
1994.09.01,00:00,1.53430,1.58710,1.53140,1.57770,4694
1994.10.01,00:00,1.57660,1.64220,1.57270,1.63650,4100
1994.11.01,00:00,1.63550,1.64080,1.55830,1.56620,4490
1994.12.01,00:00,1.56540,1.57320,1.53880,1.56620,3570
1995.01.01,00:00,1.56370,1.60380,1.54770,1.58000,4202
1995.02.01,00:00,1.58050,1.59810,1.54890,1.58550,4304
1995.03.01,00:00,1.58480,1.63950,1.57360,1.62200,5856
1995.04.01,00:00,1.62430,1.62820,1.58450,1.60920,5589
1995.05.01,00:00,1.61000,1.62520,1.55230,1.58560,5997
1995.06.01,00:00,1.58600,1.61450,1.56980,1.59570,5050
1995.07.01,00:00,1.59210,1.60550,1.58410,1.59690,4048
1995.08.01,00:00,1.59650,1.61220,1.52960,1.54980,5221
1995.09.01,00:00,1.55100,1.58960,1.54180,1.58500,4123
1995.10.01,00:00,1.58150,1.59630,1.56580,1.58100,4351
1995.11.01,00:00,1.58070,1.58720,1.52580,1.53360,4454
1995.12.01,00:00,1.53380,1.56320,1.52010,1.54980,4235
1996.01.01,00:00,1.54700,1.56020,1.49680,1.51490,4468
1996.02.01,00:00,1.51330,1.55330,1.51090,1.53250,3627
1996.03.01,00:00,1.53180,1.54170,1.51510,1.52690,3397
1996.04.01,00:00,1.52500,1.53340,1.49780,1.50580,3408
1996.05.01,00:00,1.50540,1.55260,1.48900,1.55260,3518
1996.06.01,00:00,1.55230,1.55770,1.52680,1.55310,3445
1996.07.01,00:00,1.55120,1.56520,1.53660,1.55750,3676
1996.08.01,00:00,1.55620,1.56620,1.53380,1.56500,3088
1996.09.01,00:00,1.56070,1.57280,1.54830,1.56570,3122
1996.10.01,00:00,1.56510,1.63520,1.56000,1.62660,3574
1996.11.01,00:00,1.62600,1.69190,1.62580,1.68230,4434
1996.12.01,00:00,1.68270,1.71430,1.62870,1.71430,4674
1997.01.01,00:00,1.71000,1.71020,1.59710,1.60220,5393
1997.02.01,00:00,1.59730,1.64680,1.59730,1.62920,4849
